Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|P05156|CFAI_HUMAN,0.5682783758346652,17.651789603571352,,0.0013287331391757561,,0.5682783758346652,0.0013287331391757561,,,,,,,29,Mixed-effects model (Wald F-test on time),0.036500139244828,True,Significant (FDR < 0.05),Complement factor I,CFI,CFI,P05156,CFAI_HUMAN,SwissProt
sp|Q86WI1|PKHL1_HUMAN,0.2664944622338597,20.17217211900369,,0.0014084414003163435,,0.2664944622338597,0.0014084414003163435,,,,,,,29,Mixed-effects model (Wald F-test on time),0.03822912372287218,True,Significant (FDR < 0.05),Fibrocystin-L,PKHD1L1,PKHD1L1,Q86WI1,PKHL1_HUMAN,SwissProt
sp|P23083|HV102_HUMAN,0.4257102975011018,17.055826355835578,,0.0014689245262923998,,0.4257102975011018,0.0014689245262923998,,,,,,,29,Mixed-effects model (Wald F-test on time),0.03898986896408844,True,Significant (FDR < 0.05),Immunoglobulin heavy variable 1-2,IGHV1-2,IGHV1-2,P23083,HV102_HUMAN,SwissProt
sp|Q09328|MGT5A_HUMAN,-0.40072457716084103,15.934176929218419,,0.0014803634279587801,,-0.40072457716084103,0.0014803634279587801,,,,,,,29,Mixed-effects model (Wald F-test on time),0.03898986896408844,True,Significant (FDR < 0.05),"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",MGAT5,MGAT5,Q09328,MGT5A_HUMAN,SwissProt
sp|P07237|PDIA1_HUMAN,-0.24060887836430883,21.604847879428924,,0.0014877713157349535,,-0.24060887836430883,0.0014877713157349535,,,,,,,29,Mixed-effects model (Wald F-test on time),0.03898986896408844,True,Significant (FDR < 0.05),Protein disulfide-isomerase,P4HB,P4HB,P07237,PDIA1_HUMAN,SwissProt
sp|P12532|KCRU_HUMAN,1.7271581831975216,15.236100706432488,,0.0015380963070166303,,1.7271581831975216,0.0015380963070166303,,,,,,,29,Mixed-effects model (Wald F-test on time),0.039850677045430875,True,Significant (FDR < 0.05),"Creatine kinase U-type, mitochondrial",CKMT1A,CKMT1A,P12532,KCRU_HUMAN,SwissProt
sp|A0A0A0MT36|KVD21_HUMAN,0.6279021033537335,15.481640511994685,,0.0015746922238200278,,0.6279021033537335,0.0015746922238200278,,,,,,,29,Mixed-effects model (Wald F-test on time),0.040238805702162525,True,Significant (FDR < 0.05),Immunoglobulin kappa variable 6D-21,IGKV6D-21,IGKV6D-21,A0A0A0MT36,KVD21_HUMAN,SwissProt
sp|Q6EMK4|VASN_HUMAN,-0.33621959408634056,17.613238906457887,,0.0015883739092958891,,-0.33621959408634056,0.0015883739092958891,,,,,,,29,Mixed-effects model (Wald F-test on time),0.040238805702162525,True,Significant (FDR < 0.05),Vasorin,VASN,VASN,Q6EMK4,VASN_HUMAN,SwissProt
sp|P49747|COMP_HUMAN,-0.4627696811407491,22.433032561037418,,0.0016662685810737415,,-0.4627696811407491,0.0016662685810737415,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04174826774558385,True,Significant (FDR < 0.05),Cartilage oligomeric matrix protein,COMP,COMP,P49747,COMP_HUMAN,SwissProt
sp|P22891|PROZ_HUMAN,-0.32735254562840965,25.163138742987147,,0.0017882723079017378,,-0.32735254562840965,0.0017882723079017378,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04419950238170408,True,Significant (FDR < 0.05),Vitamin K-dependent protein Z,PROZ,PROZ,P22891,PROZ_HUMAN,SwissProt
sp|P10124|SRGN_HUMAN,-0.4126599365472508,22.49930870293907,,0.0018028744392537192,,-0.4126599365472508,0.0018028744392537192,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04419950238170408,True,Significant (FDR < 0.05),Serglycin,SRGN,SRGN,P10124,SRGN_HUMAN,SwissProt
sp|P02679|FIBG_HUMAN,1.5079657949748957,21.456391686767585,,0.0018569919401862222,,1.5079657949748957,0.0018569919401862222,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04483891700732127,True,Significant (FDR < 0.05),Fibrinogen gamma chain,FGG,FGG,P02679,FIBG_HUMAN,SwissProt
sp|Q14767|LTBP2_HUMAN,0.23623949882326525,17.655818649097366,,0.0018682882086383861,,0.23623949882326525,0.0018682882086383861,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04483891700732127,True,Significant (FDR < 0.05),Latent-transforming growth factor beta-binding protein 2,LTBP2,LTBP2,Q14767,LTBP2_HUMAN,SwissProt
sp|P0CG47|UBB_HUMAN / sp|P0CG48|UBC_HUMAN / sp|P62979|RS27A_HUMAN / sp|P62987|RL40_HUMAN,-0.3894034714367987,17.634376654393073,,0.001904938041534266,,-0.3894034714367987,0.001904938041534266,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04509794383784015,True,Significant (FDR < 0.05),Polyubiquitin-B,UBB / UBC / RPS27A / UBA52,UBB / UBC / RPS27A / UBA52,P0CG47,,
sp|Q6UXD5|SE6L2_HUMAN,-0.354865115593873,18.04476405784417,,0.0019186405931010942,,-0.354865115593873,0.0019186405931010942,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04509794383784015,True,Significant (FDR < 0.05),Seizure 6-like protein 2,SEZ6L2,SEZ6L2,Q6UXD5,SE6L2_HUMAN,SwissProt
sp|A1L4H1|SRCRL_HUMAN,-0.4017142911243892,22.193872083536476,,0.001955840726782055,,-0.4017142911243892,0.001955840726782055,,,,,,,29,Mixed-effects model (Wald F-test on time),0.045461759850910305,True,Significant (FDR < 0.05),Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,SSC5D,SSC5D,A1L4H1,SRCRL_HUMAN,SwissProt
sp|P02749|APOH_HUMAN,0.7212060451093667,19.720245098979056,,0.001973997467210579,,0.7212060451093667,0.001973997467210579,,,,,,,29,Mixed-effects model (Wald F-test on time),0.045461759850910305,True,Significant (FDR < 0.05),Beta-2-glycoprotein 1,APOH,APOH,P02749,APOH_HUMAN,SwissProt
sp|Q10472|GALT1_HUMAN,0.2642778562809231,15.506399890896619,,0.0020309275482525957,,0.2642778562809231,0.0020309275482525957,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0460512039929663,True,Significant (FDR < 0.05),Polypeptide N-acetylgalactosaminyltransferase 1,GALNT1,GALNT1,Q10472,GALT1_HUMAN,SwissProt
sp|P24043|LAMA2_HUMAN,-0.8666560478117915,21.172995838238204,,0.0020517227923934423,,-0.8666560478117915,0.0020517227923934423,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0460512039929663,True,Significant (FDR < 0.05),Laminin subunit alpha-2,LAMA2,LAMA2,P24043,LAMA2_HUMAN,SwissProt
sp|O14594|NCAN_HUMAN,-0.23324882199132171,18.355985338658254,,0.002076338386679371,,-0.23324882199132171,0.002076338386679371,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0460512039929663,True,Significant (FDR < 0.05),Neurocan core protein,NCAN,NCAN,O14594,NCAN_HUMAN,SwissProt
sp|Q8ND04|SMG8_HUMAN,1.3153377790211063,12.019282958853962,,0.002080383338278741,,1.3153377790211063,0.002080383338278741,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0460512039929663,True,Significant (FDR < 0.05),Nonsense-mediated mRNA decay factor SMG8,SMG8,SMG8,Q8ND04,SMG8_HUMAN,SwissProt
sp|Q08380|LG3BP_HUMAN,-0.32977016605443044,26.248968499764455,,0.002133406009290134,,-0.32977016605443044,0.002133406009290134,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04677082404982216,True,Significant (FDR < 0.05),Galectin-3-binding protein,LGALS3BP,LGALS3BP,Q08380,LG3BP_HUMAN,SwissProt
sp|P43652|AFAM_HUMAN,0.6013302587923127,17.67187824048718,,0.0021903419073034,,0.6013302587923127,0.0021903419073034,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04756170998715955,True,Significant (FDR < 0.05),Afamin,AFM,AFM,P43652,AFAM_HUMAN,SwissProt
sp|Q92187|SIA8D_HUMAN,-0.3541673173345267,18.832796958839072,,0.002214471602781828,,-0.3541673173345267,0.002214471602781828,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04763203070134498,True,Significant (FDR < 0.05),"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",ST8SIA4,ST8SIA4,Q92187,SIA8D_HUMAN,SwissProt
sp|P02788|TRFL_HUMAN,0.5257394644616936,18.98638698908357,,0.0022870557634392945,,0.5257394644616936,0.0022870557634392945,,,,,,,29,Mixed-effects model (Wald F-test on time),0.04873352467889338,True,Significant (FDR < 0.05),Lactotransferrin,LTF,LTF,P02788,TRFL_HUMAN,SwissProt
sp|Q4G0W2|DUS28_HUMAN,-0.4987760967535116,11.591758481493681,,0.0023394062570432817,,-0.4987760967535116,0.0023394062570432817,,,,,,,29,Mixed-effects model (Wald F-test on time),0.049387465426469275,True,Significant (FDR < 0.05),Dual specificity phosphatase 28,DUSP28,DUSP28,Q4G0W2,DUS28_HUMAN,SwissProt
sp|P00738|HPT_HUMAN,0.6621048423200447,23.37938186378203,,0.002470202644569585,,0.6621048423200447,0.002470202644569585,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05167029384971242,False,Not significant,Haptoglobin,HP,HP,P00738,HPT_HUMAN,SwissProt
sp|P36980|FHR2_HUMAN,0.5336925340471383,16.800285395485986,,0.002543805919198033,,0.5336925340471383,0.002543805919198033,,,,,,,29,Mixed-effects model (Wald F-test on time),0.052244477371389396,False,Not significant,Complement factor H-related protein 2,CFHR2,CFHR2,P36980,FHR2_HUMAN,SwissProt
sp|P33241|LSP1_HUMAN,0.6223269019415743,16.41571376695676,,0.0025776178276016226,,0.6223269019415743,0.0025776178276016226,,,,,,,29,Mixed-effects model (Wald F-test on time),0.052244477371389396,False,Not significant,Lymphocyte-specific protein 1,LSP1,LSP1,P33241,LSP1_HUMAN,SwissProt
sp|P13611|CSPG2_HUMAN,0.246589540944664,20.317205519048578,,0.002587146038680678,,0.246589540944664,0.002587146038680678,,,,,,,29,Mixed-effects model (Wald F-test on time),0.052244477371389396,False,Not significant,Versican core protein,VCAN,VCAN,P13611,CSPG2_HUMAN,SwissProt
sp|Q9BXN1|ASPN_HUMAN,-0.3349417409737609,20.843163383156178,,0.0026313837456835407,,-0.3349417409737609,0.0026313837456835407,,,,,,,29,Mixed-effects model (Wald F-test on time),0.052244477371389396,False,Not significant,Asporin,ASPN,ASPN,Q9BXN1,ASPN_HUMAN,SwissProt
sp|P06734|FCER2_HUMAN,-0.264146834094472,14.987307247345452,,0.002632281166040585,,-0.264146834094472,0.002632281166040585,,,,,,,29,Mixed-effects model (Wald F-test on time),0.052244477371389396,False,Not significant,Low affinity immunoglobulin epsilon Fc receptor,FCER2,FCER2,P06734,FCER2_HUMAN,SwissProt
sp|Q9Y6C2|EMIL1_HUMAN,0.24936131335848338,19.17893149488335,,0.0026351381130306053,,0.24936131335848338,0.0026351381130306053,,,,,,,29,Mixed-effects model (Wald F-test on time),0.052244477371389396,False,Not significant,EMILIN-1,EMILIN1,EMILIN1,Q9Y6C2,EMIL1_HUMAN,SwissProt
sp|P01742|HV169_HUMAN,0.5069805810299526,18.256307602482277,,0.0027152278758426573,,0.5069805810299526,0.0027152278758426573,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05336827204242464,False,Not significant,Immunoglobulin heavy variable 1-69,IGHV1-69,IGHV1-69,P01742,HV169_HUMAN,SwissProt
sp|O15204|ADEC1_HUMAN,-0.35076699048704707,15.624412856650013,,0.002738782157288205,,-0.35076699048704707,0.002738782157288205,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05337113947535989,False,Not significant,ADAM DEC1,ADAMDEC1,ADAMDEC1,O15204,ADEC1_HUMAN,SwissProt
sp|Q9UKM7|MA1B1_HUMAN,0.5479543343811444,15.162569499709695,,0.002935236902238842,,0.5479543343811444,0.002935236902238842,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05662207256624518,False,Not significant,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MAN1B1,MAN1B1,Q9UKM7,MA1B1_HUMAN,SwissProt
sp|Q9NS15|LTBP3_HUMAN,0.2585879163438845,18.01663579066504,,0.0029552748400803407,,0.2585879163438845,0.0029552748400803407,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05662207256624518,False,Not significant,Latent-transforming growth factor beta-binding protein 3,LTBP3,LTBP3,Q9NS15,LTBP3_HUMAN,SwissProt
sp|O95967|FBLN4_HUMAN,0.331085116138267,16.18509510894352,,0.0029872213961466493,,0.331085116138267,0.0029872213961466493,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05675720652678634,False,Not significant,EGF-containing fibulin-like extracellular matrix protein 2,EFEMP2,EFEMP2,O95967,FBLN4_HUMAN,SwissProt
sp|Q9UQ53|MGT4B_HUMAN,0.7635269492027787,14.284470069917074,,0.0030590044043943988,,0.7635269492027787,0.0030590044043943988,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05764074414891925,False,Not significant,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",MGAT4B,MGAT4B,Q9UQ53,MGT4B_HUMAN,SwissProt
sp|P84103|SRSF3_HUMAN,0.9909499113650133,13.655022181075127,,0.0031081286286177502,,0.9909499113650133,0.0031081286286177502,,,,,,,29,Mixed-effects model (Wald F-test on time),0.057904825727361685,False,Not significant,Serine/arginine-rich splicing factor 3,SRSF3,SRSF3,P84103,SRSF3_HUMAN,SwissProt
sp|P13674|P4HA1_HUMAN,-0.5189323140561214,14.172334533462957,,0.003142550866680796,,-0.5189323140561214,0.003142550866680796,,,,,,,29,Mixed-effects model (Wald F-test on time),0.057904825727361685,False,Not significant,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,P4HA1,P13674,P4HA1_HUMAN,SwissProt
sp|O60664|PLIN3_HUMAN,0.3105042094497536,14.23021249545149,,0.0031631153314774815,,0.3105042094497536,0.0031631153314774815,,,,,,,29,Mixed-effects model (Wald F-test on time),0.057904825727361685,False,Not significant,Perilipin-3,PLIN3,PLIN3,O60664,PLIN3_HUMAN,SwissProt
sp|Q9UM47|NOTC3_HUMAN,0.48764917264728486,17.175115749971642,,0.0032058347036314255,,0.48764917264728486,0.0032058347036314255,,,,,,,29,Mixed-effects model (Wald F-test on time),0.057904825727361685,False,Not significant,Neurogenic locus notch homolog protein 3,NOTCH3,NOTCH3,Q9UM47,NOTC3_HUMAN,SwissProt
sp|Q03591|FHR1_HUMAN,0.4634457773757305,18.809389795241234,,0.0032059416094892003,,0.4634457773757305,0.0032059416094892003,,,,,,,29,Mixed-effects model (Wald F-test on time),0.057904825727361685,False,Not significant,Complement factor H-related protein 1,CFHR1,CFHR1,Q03591,FHR1_HUMAN,SwissProt
sp|Q07954|LRP1_HUMAN,-0.5277213278566436,21.224117274504042,,0.0032254003804276024,,-0.5277213278566436,0.0032254003804276024,,,,,,,29,Mixed-effects model (Wald F-test on time),0.057904825727361685,False,Not significant,Prolow-density lipoprotein receptor-related protein 1,LRP1,LRP1,Q07954,LRP1_HUMAN,SwissProt
sp|P02675|FIBB_HUMAN,1.5155416878553978,21.260306331229472,,0.003326545458196635,,1.5155416878553978,0.003326545458196635,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05883807005419699,False,Not significant,Fibrinogen beta chain,FGB,FGB,P02675,FIBB_HUMAN,SwissProt
sp|Q8TDY8|IGDC4_HUMAN,0.8268607595235379,11.083939354733655,,0.0033289960688558827,,0.8268607595235379,0.0033289960688558827,,,,,,,29,Mixed-effects model (Wald F-test on time),0.05883807005419699,False,Not significant,Immunoglobulin superfamily DCC subclass member 4,IGDCC4,IGDCC4,Q8TDY8,IGDC4_HUMAN,SwissProt
sp|Q9BYH1|SE6L1_HUMAN,-0.25615358575838043,16.919508117065522,,0.003492903464302937,,-0.25615358575838043,0.003492903464302937,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06126015306623613,False,Not significant,Seizure 6-like protein,SEZ6L,SEZ6L,Q9BYH1,SE6L1_HUMAN,SwissProt
sp|Q8WUM4|PDC6I_HUMAN,-0.2516027886345505,16.147312445666532,,0.0035357100334435596,,-0.2516027886345505,0.0035357100334435596,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06153754867367417,False,Not significant,Programmed cell death 6-interacting protein,PDCD6IP,PDCD6IP,Q8WUM4,PDC6I_HUMAN,SwissProt
sp|P55290|CAD13_HUMAN,-0.28822887763861493,16.652860456019372,,0.003577359587978683,,-0.28822887763861493,0.003577359587978683,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0617907565196318,False,Not significant,Cadherin-13,CDH13,CDH13,P55290,CAD13_HUMAN,SwissProt
sp|P00915|CAH1_HUMAN,-0.8242109256668064,16.27483367330806,,0.00366310708619982,,-0.8242109256668064,0.00366310708619982,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0627961214777112,False,Not significant,Carbonic anhydrase 1,CA1,CA1,P00915,CAH1_HUMAN,SwissProt
sp|Q15389|ANGP1_HUMAN,0.21495918546070827,18.553908988948386,,0.003703348554701686,,0.21495918546070827,0.003703348554701686,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06291380982864656,False,Not significant,Angiopoietin-1,ANGPT1,ANGPT1,Q15389,ANGP1_HUMAN,SwissProt
sp|P01137|TGFB1_HUMAN,0.2524278557088926,19.49105403359211,,0.003725159792485651,,0.2524278557088926,0.003725159792485651,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06291380982864656,False,Not significant,Transforming growth factor beta-1 proprotein,TGFB1,TGFB1,P01137,TGFB1_HUMAN,SwissProt
sp|P14543|NID1_HUMAN,-0.38488049210249087,23.954423774017354,,0.0037896539891324552,,-0.38488049210249087,0.0037896539891324552,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06353243452369116,False,Not significant,Nidogen-1,NID1,NID1,P14543,NID1_HUMAN,SwissProt
sp|P0DSN7|KVD37_HUMAN / sp|A0A075B6S9|KV137_HUMAN,1.2855107872726252,11.538016241446325,,0.0038886504793265533,,1.2855107872726252,0.0038886504793265533,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06471622695521563,False,Not significant,Probable non-functional immunoglobulinn kappa variable 1D-37,IGKV1D-37 / IGKV1-37,IGKV1D-37 / IGKV1-37,P0DSN7,,
sp|Q16658|FSCN1_HUMAN,-0.6063396805983169,12.397472809030766,,0.0039896461555695905,,-0.6063396805983169,0.0039896461555695905,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0657859109933049,False,Not significant,Fascin,FSCN1,FSCN1,Q16658,FSCN1_HUMAN,SwissProt
sp|P0CF74|IGLC6_HUMAN,0.30813397523729774,24.976098817613686,,0.004019309498367492,,0.30813397523729774,0.004019309498367492,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0657859109933049,False,Not significant,Immunoglobulin lambda constant 6,IGLC6,IGLC6,P0CF74,IGLC6_HUMAN,SwissProt
sp|P53634|CATC_HUMAN,0.3873781524637428,16.05436657250696,,0.004039485762746792,,0.3873781524637428,0.004039485762746792,,,,,,,29,Mixed-effects model (Wald F-test on time),0.0657859109933049,False,Not significant,Dipeptidyl peptidase 1,CTSC,CTSC,P53634,CATC_HUMAN,SwissProt
sp|Q76LX8|ATS13_HUMAN,0.31077075658958353,16.936831429350082,,0.004108619302277319,,0.31077075658958353,0.004108619302277319,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06643724829214388,False,Not significant,A disintegrin and metalloproteinase with thrombospondin motifs 13,ADAMTS13,ADAMTS13,Q76LX8,ATS13_HUMAN,SwissProt
sp|P05090|APOD_HUMAN,0.2554396522851941,22.27108306536126,,0.004178853650438846,,0.2554396522851941,0.004178853650438846,,,,,,,29,Mixed-effects model (Wald F-test on time),0.06709708678169414,False,Not significant,Apolipoprotein D,APOD,APOD,P05090,APOD_HUMAN,SwissProt
sp|P05543|THBG_HUMAN,0.3945176505100838,15.17948422209256,,0.004409541281423294,,0.3945176505100838,0.004409541281423294,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07030597287863713,False,Not significant,Thyroxine-binding globulin,SERPINA7,SERPINA7,P05543,THBG_HUMAN,SwissProt
sp|P16070|CD44_HUMAN,-0.30177258446059474,23.30406200702247,,0.004571607351593477,,-0.30177258446059474,0.004571607351593477,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07171126830981708,False,Not significant,CD44 antigen,CD44,CD44,P16070,CD44_HUMAN,SwissProt
sp|P01717|LV325_HUMAN,0.4979178537890724,18.12077389193094,,0.004590277717953794,,0.4979178537890724,0.004590277717953794,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07171126830981708,False,Not significant,Immunoglobulin lambda variable 3-25,IGLV3-25,IGLV3-25,P01717,LV325_HUMAN,SwissProt
sp|P29122|PCSK6_HUMAN,0.20343404138769855,18.78658389537446,,0.00459203735668127,,0.20343404138769855,0.00459203735668127,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07171126830981708,False,Not significant,Proprotein convertase subtilisin/kexin type 6,PCSK6,PCSK6,P29122,PCSK6_HUMAN,SwissProt
sp|Q92820|GGH_HUMAN,0.29409188929078384,15.694529085200504,,0.00465502901099267,,0.29409188929078384,0.00465502901099267,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07213598244665809,False,Not significant,Gamma-glutamyl hydrolase,GGH,GGH,Q92820,GGH_HUMAN,SwissProt
sp|P50995|ANX11_HUMAN,0.23002959141222984,16.78170722772244,,0.004707099334926141,,0.23002959141222984,0.004707099334926141,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07213598244665809,False,Not significant,Annexin A11,ANXA11,ANXA11,P50995,ANX11_HUMAN,SwissProt
sp|P30101|PDIA3_HUMAN,-0.23422837956609827,20.773208761174907,,0.004739738539996962,,-0.23422837956609827,0.004739738539996962,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07213598244665809,False,Not significant,Protein disulfide-isomerase A3,PDIA3,PDIA3,P30101,PDIA3_HUMAN,SwissProt
sp|Q99983|OMD_HUMAN,-0.39335817146792523,19.196930087995874,,0.004745788318859084,,-0.39335817146792523,0.004745788318859084,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07213598244665809,False,Not significant,Osteomodulin,OMD,OMD,Q99983,OMD_HUMAN,SwissProt
sp|O15335|CHAD_HUMAN,0.2842216176951217,14.921077599265328,,0.004844257294347363,,0.2842216176951217,0.004844257294347363,,,,,,,29,Mixed-effects model (Wald F-test on time),0.07280852868661747,False,Not significant,Chondroadherin,CHAD,CHAD,O15335,CHAD_HUMAN,SwissProt
