Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|P28074|PSB5_HUMAN,0.5375937903574822,17.991325496147788,,0.008857231934314872,,0.5375937903574822,0.008857231934314872,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Proteasome subunit beta type-5,PSMB5,PSMB5,P28074,PSB5_HUMAN,SwissProt
sp|Q6UX71|PXDC2_HUMAN,-0.18774330510036866,18.24202571510196,,0.008969492135695846,,-0.18774330510036866,0.008969492135695846,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Plexin domain-containing protein 2,PLXDC2,PLXDC2,Q6UX71,PXDC2_HUMAN,SwissProt
sp|Q13332|PTPRS_HUMAN,0.2558998299282539,13.849564881039509,,0.00901706886032235,,0.2558998299282539,0.00901706886032235,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Receptor-type tyrosine-protein phosphatase S,PTPRS,PTPRS,Q13332,PTPRS_HUMAN,SwissProt
sp|Q6UWL2|SUSD1_HUMAN,-0.4193482294197558,14.492031738878095,,0.00905695773564195,,-0.4193482294197558,0.00905695773564195,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Sushi domain-containing protein 1,SUSD1,SUSD1,Q6UWL2,SUSD1_HUMAN,SwissProt
sp|O95967|FBLN4_HUMAN,0.2858768341841719,16.13187107665369,,0.00925531780783455,,0.2858768341841719,0.00925531780783455,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,EGF-containing fibulin-like extracellular matrix protein 2,EFEMP2,EFEMP2,O95967,FBLN4_HUMAN,SwissProt
sp|P0C0L4|CO4A_HUMAN,0.2359205893898185,32.09744243343378,,0.009420607979023124,,0.2359205893898185,0.009420607979023124,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Complement C4-A,C4A,C4A,P0C0L4,CO4A_HUMAN,SwissProt
sp|P51659|DHB4_HUMAN,0.5672205330688187,12.547196954870781,,0.009436021046175325,,0.5672205330688187,0.009436021046175325,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Peroxisomal multifunctional enzyme type 2,HSD17B4,HSD17B4,P51659,DHB4_HUMAN,SwissProt
sp|P55957|BID_HUMAN,-0.756701004849776,10.973619022192587,,0.00950592266010761,,-0.756701004849776,0.00950592266010761,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,BH3-interacting domain death agonist,BID,BID,P55957,BID_HUMAN,SwissProt
sp|Q15438|CYH1_HUMAN / sp|O43739|CYH3_HUMAN / sp|Q99418|CYH2_HUMAN,0.4733570007839276,10.73699783117109,,0.009732981368741218,,0.4733570007839276,0.009732981368741218,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Cytohesin-1,CYTH1 / CYTH3 / CYTH2,CYTH1 / CYTH3 / CYTH2,Q15438,,
sp|P0C0L5|CO4B_HUMAN,0.23506112250539318,32.102932954779746,,0.009767745637533144,,0.23506112250539318,0.009767745637533144,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Complement C4-B,C4B,C4B,P0C0L5,CO4B_HUMAN,SwissProt
sp|P55072|TERA_HUMAN,0.6599890489429187,20.07276763900614,,0.009818077720561215,,0.6599890489429187,0.009818077720561215,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Transitional endoplasmic reticulum ATPase,VCP,VCP,P55072,TERA_HUMAN,SwissProt
sp|Q02818|NUCB1_HUMAN,0.39143838618781046,16.836250169962597,,0.009996465338149543,,0.39143838618781046,0.009996465338149543,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Nucleobindin-1,NUCB1,NUCB1,Q02818,NUCB1_HUMAN,SwissProt
sp|P98160|PGBM_HUMAN,-0.19117601360972425,21.10148212798145,,0.010052583047133103,,-0.19117601360972425,0.010052583047133103,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Basement membrane-specific heparan sulfate proteoglycan core protein,HSPG2,HSPG2,P98160,PGBM_HUMAN,SwissProt
sp|Q9NP72|RAB18_HUMAN,-0.40183550068924195,12.09532322261765,,0.010117968808145732,,-0.40183550068924195,0.010117968808145732,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Ras-related protein Rab-18,RAB18,RAB18,Q9NP72,RAB18_HUMAN,SwissProt
sp|P61163|ACTZ_HUMAN,0.3810075107124815,16.33563029304398,,0.010118277961384727,,0.3810075107124815,0.010118277961384727,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Alpha-centractin,ACTR1A,ACTR1A,P61163,ACTZ_HUMAN,SwissProt
sp|O00429|DNM1L_HUMAN,-0.7984592441324093,14.289838369281172,,0.010179221079446068,,-0.7984592441324093,0.010179221079446068,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Dynamin-1-like protein,DNM1L,DNM1L,O00429,DNM1L_HUMAN,SwissProt
sp|Q9NQC3|RTN4_HUMAN,0.5043564111107202,13.325878657436396,,0.010254271870775301,,0.5043564111107202,0.010254271870775301,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,Reticulon-4,RTN4,RTN4,Q9NQC3,RTN4_HUMAN,SwissProt
sp|P04275|VWF_HUMAN,0.38907380354753085,25.48588017612951,,0.01033830316853298,,0.38907380354753085,0.01033830316853298,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,von Willebrand factor,VWF,VWF,P04275,VWF_HUMAN,SwissProt
sp|Q9BT78|CSN4_HUMAN,0.6291471519467393,15.40320390337453,,0.010355321740187157,,0.6291471519467393,0.010355321740187157,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,COP9 signalosome complex subunit 4,COPS4,COPS4,Q9BT78,CSN4_HUMAN,SwissProt
sp|Q99460|PSMD1_HUMAN,0.6992697486733472,15.468443499521419,,0.010407946438976249,,0.6992697486733472,0.010407946438976249,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22600112267491285,False,Not significant,26S proteasome non-ATPase regulatory subunit 1,PSMD1,PSMD1,Q99460,PSMD1_HUMAN,SwissProt
sp|O00187|MASP2_HUMAN,0.1971414723636018,19.57139150841034,,0.010661998501040288,,0.1971414723636018,0.010661998501040288,,,,,,,50,Mixed-effects model (Wald F-test on time),0.22933355266388544,False,Not significant,Mannan-binding lectin serine protease 2,MASP2,MASP2,O00187,MASP2_HUMAN,SwissProt
sp|P37840|SYUA_HUMAN,1.017124868110319,16.89096742738091,,0.010822283805705366,,1.017124868110319,0.010822283805705366,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23060567361689938,False,Not significant,Alpha-synuclein,SNCA,SNCA,P37840,SYUA_HUMAN,SwissProt
sp|A0A0A0MS14|HV145_HUMAN,0.37648926865428234,14.777297442991898,,0.011141373790406275,,0.37648926865428234,0.011141373790406275,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23497828692985595,False,Not significant,Immunoglobulin heavy variable 1-45,IGHV1-45,IGHV1-45,A0A0A0MS14,HV145_HUMAN,SwissProt
sp|P54105|ICLN_HUMAN,-0.717307643633002,12.297832957944562,,0.011387397448735688,,-0.717307643633002,0.011387397448735688,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23497828692985595,False,Not significant,Methylosome subunit pICln,CLNS1A,CLNS1A,P54105,ICLN_HUMAN,SwissProt
sp|P46060|RAGP1_HUMAN,0.766549067828345,14.289007275548093,,0.011554587263284542,,0.766549067828345,0.011554587263284542,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23497828692985595,False,Not significant,Ran GTPase-activating protein 1,RANGAP1,RANGAP1,P46060,RAGP1_HUMAN,SwissProt
sp|P0DPI2|GAL3A_HUMAN,-4.774621576792638,6.557652045736391,,0.011606792706052768,,-4.774621576792638,0.011606792706052768,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23497828692985595,False,Not significant,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",GATD3,GATD3,P0DPI2,GAL3A_HUMAN,SwissProt
sp|Q9ULB1|NRX1A_HUMAN,0.3751179559946005,12.968718923768531,,0.011623958479435604,,0.3751179559946005,0.011623958479435604,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23497828692985595,False,Not significant,Neurexin-1,NRXN1,NRXN1,Q9ULB1,NRX1A_HUMAN,SwissProt
sp|Q9BR76|COR1B_HUMAN,-0.33089284772607075,15.405953802052414,,0.01164585369433058,,-0.33089284772607075,0.01164585369433058,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23497828692985595,False,Not significant,Coronin-1B,CORO1B,CORO1B,Q9BR76,COR1B_HUMAN,SwissProt
sp|P08493|MGP_HUMAN,0.4094918352454961,18.34868156190606,,0.012024015390653045,,0.4094918352454961,0.012024015390653045,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23994161658603091,False,Not significant,Matrix Gla protein,MGP,MGP,P08493,MGP_HUMAN,SwissProt
sp|Q93008|USP9X_HUMAN,0.9740654552626253,11.346279716204725,,0.01215971292274719,,0.9740654552626253,0.01215971292274719,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23994161658603091,False,Not significant,Ubiquitin carboxyl-terminal hydrolase 9X,USP9X,USP9X,Q93008,USP9X_HUMAN,SwissProt
sp|Q9Y6E0|STK24_HUMAN,1.338892248357,16.171660296015126,,0.012207555931569993,,1.338892248357,0.012207555931569993,,,,,,,50,Mixed-effects model (Wald F-test on time),0.23994161658603091,False,Not significant,Serine/threonine-protein kinase 24,STK24,STK24,Q9Y6E0,STK24_HUMAN,SwissProt
sp|O75995|SASH3_HUMAN,-1.709194250795701,9.252725496904944,,0.012501516225864193,,-1.709194250795701,0.012501516225864193,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24202635335982364,False,Not significant,SAM and SH3 domain-containing protein 3,SASH3,SASH3,O75995,SASH3_HUMAN,SwissProt
sp|P02549|SPTA1_HUMAN,1.0487121117551284,17.653280493052833,,0.012525925305464557,,1.0487121117551284,0.012525925305464557,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24202635335982364,False,Not significant,"Spectrin alpha chain, erythrocytic 1",SPTA1,SPTA1,P02549,SPTA1_HUMAN,SwissProt
sp|O95373|IPO7_HUMAN,0.5562132427340233,13.529519274684521,,0.013095005574466861,,0.5562132427340233,0.013095005574466861,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,Importin-7,IPO7,IPO7,O95373,IPO7_HUMAN,SwissProt
sp|Q9H939|PPIP2_HUMAN,-0.4549516024649051,13.711610143174719,,0.013209465726332097,,-0.4549516024649051,0.013209465726332097,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,Proline-serine-threonine phosphatase-interacting protein 2,PSTPIP2,PSTPIP2,Q9H939,PPIP2_HUMAN,SwissProt
sp|Q8TER0|SNED1_HUMAN,0.21235024981377784,15.806764324811477,,0.013284765675791035,,0.21235024981377784,0.013284765675791035,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,"Sushi, nidogen and EGF-like domain-containing protein 1",SNED1,SNED1,Q8TER0,SNED1_HUMAN,SwissProt
sp|O00161|SNP23_HUMAN,-0.5881230717067522,14.153396113738582,,0.013297301334293037,,-0.5881230717067522,0.013297301334293037,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,Synaptosomal-associated protein 23,SNAP23,SNAP23,O00161,SNP23_HUMAN,SwissProt
sp|P49641|MA2A2_HUMAN,0.14637117230551736,16.866719769655678,,0.013506257576839925,,0.14637117230551736,0.013506257576839925,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,Alpha-mannosidase 2x,MAN2A2,MAN2A2,P49641,MA2A2_HUMAN,SwissProt
sp|P25705|ATPA_HUMAN,0.35131986987802655,16.810568972552524,,0.013555066986423281,,0.35131986987802655,0.013555066986423281,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,"ATP synthase subunit alpha, mitochondrial",ATP5F1A,ATP5F1A,P25705,ATPA_HUMAN,SwissProt
sp|P61604|CH10_HUMAN,-0.2603858393935622,15.041537543389518,,0.013704144719390576,,-0.2603858393935622,0.013704144719390576,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,"10 kDa heat shock protein, mitochondrial",HSPE1,HSPE1,P61604,CH10_HUMAN,SwissProt
sp|P98066|TSG6_HUMAN,0.24849537858852502,15.239321656372878,,0.013920450155972243,,0.24849537858852502,0.013920450155972243,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,Tumor necrosis factor-inducible gene 6 protein,TNFAIP6,TNFAIP6,P98066,TSG6_HUMAN,SwissProt
sp|Q92905|CSN5_HUMAN,0.8656110674479218,13.459968314118493,,0.013929750986368311,,0.8656110674479218,0.013929750986368311,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,COP9 signalosome complex subunit 5,COPS5,COPS5,Q92905,CSN5_HUMAN,SwissProt
sp|A0A075B6K0|LV316_HUMAN,0.4591525470519715,15.702406956313173,,0.013934798355322488,,0.4591525470519715,0.013934798355322488,,,,,,,50,Mixed-effects model (Wald F-test on time),0.24821359570418183,False,Not significant,Immunoglobulin lambda variable 3-16,IGLV3-16,IGLV3-16,A0A075B6K0,LV316_HUMAN,SwissProt
sp|P10321|HLAC_HUMAN,-0.3084891586587318,17.729131702632223,,0.014190185283083998,,-0.3084891586587318,0.014190185283083998,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2482850762065434,False,Not significant,"HLA class I histocompatibility antigen, C alpha chain",HLA-C,HLA-C,P10321,HLAC_HUMAN,SwissProt
sp|P35998|PRS7_HUMAN,0.8113388516039007,16.401817314985024,,0.014238654133077072,,0.8113388516039007,0.014238654133077072,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2482850762065434,False,Not significant,26S proteasome regulatory subunit 7,PSMC2,PSMC2,P35998,PRS7_HUMAN,SwissProt
sp|P15941|MUC1_HUMAN,0.5598245430316467,13.098922231008327,,0.014268176653398449,,0.5598245430316467,0.014268176653398449,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2482850762065434,False,Not significant,Mucin-1,MUC1,MUC1,P15941,MUC1_HUMAN,SwissProt
sp|P60660|MYL6_HUMAN,0.4846673747434436,17.836684942844226,,0.01437439914879988,,0.4846673747434436,0.01437439914879988,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2482850762065434,False,Not significant,Myosin light polypeptide 6,MYL6,MYL6,P60660,MYL6_HUMAN,SwissProt
sp|Q8ND04|SMG8_HUMAN,1.2991737091062359,12.680605994029891,,0.014994018752163872,,1.2991737091062359,0.014994018752163872,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25262068647418034,False,Not significant,Nonsense-mediated mRNA decay factor SMG8,SMG8,SMG8,Q8ND04,SMG8_HUMAN,SwissProt
sp|P15169|CBPN_HUMAN,0.3518995877151909,21.28210112262788,,0.01504640386762605,,0.3518995877151909,0.01504640386762605,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25262068647418034,False,Not significant,Carboxypeptidase N catalytic chain,CPN1,CPN1,P15169,CBPN_HUMAN,SwissProt
sp|Q92496|FHR4_HUMAN,0.37980213791021816,21.415339153914605,,0.015159853709737785,,0.37980213791021816,0.015159853709737785,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25262068647418034,False,Not significant,Complement factor H-related protein 4,CFHR4,CFHR4,Q92496,FHR4_HUMAN,SwissProt
sp|P98095|FBLN2_HUMAN,0.3613696593764103,17.667018675027165,,0.015199874530364489,,0.3613696593764103,0.015199874530364489,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25262068647418034,False,Not significant,Fibulin-2,FBLN2,FBLN2,P98095,FBLN2_HUMAN,SwissProt
sp|P19021|AMD_HUMAN,0.43201264969986464,13.844561580638988,,0.015289145504369129,,0.43201264969986464,0.015289145504369129,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25262068647418034,False,Not significant,Peptidyl-glycine alpha-amidating monooxygenase,PAM,PAM,P19021,AMD_HUMAN,SwissProt
sp|P53582|MAP11_HUMAN,-2.541269067507783,8.844449064342186,,0.015290199444489862,,-2.541269067507783,0.015290199444489862,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25262068647418034,False,Not significant,Methionine aminopeptidase 1,METAP1,METAP1,P53582,MAP11_HUMAN,SwissProt
sp|Q9P0J7|KCMF1_HUMAN,0.6742353749403854,11.32614752408817,,0.015442282304489244,,0.6742353749403854,0.015442282304489244,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25329786801608256,False,Not significant,E3 ubiquitin-protein ligase KCMF1,KCMF1,KCMF1,Q9P0J7,KCMF1_HUMAN,SwissProt
sp|P05976|MYL1_HUMAN / sp|P08590|MYL3_HUMAN,0.6226201556914149,14.960095879707662,,0.015696126970597028,,0.6226201556914149,0.015696126970597028,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25345036953129224,False,Not significant,"Myosin light chain 1/3, skeletal muscle isoform",MYL1 / MYL3,MYL1 / MYL3,P05976,,
sp|Q9P1F3|ABRAL_HUMAN,-1.0829360500429295,11.33878350819601,,0.01578222485301012,,-1.0829360500429295,0.01578222485301012,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25345036953129224,False,Not significant,Costars family protein ABRACL,ABRACL,ABRACL,Q9P1F3,ABRAL_HUMAN,SwissProt
sp|Q00577|PURA_HUMAN,0.5887986052304035,13.211581603052684,,0.015785066874317324,,0.5887986052304035,0.015785066874317324,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25345036953129224,False,Not significant,Transcriptional activator protein Pur-alpha,PURA,PURA,Q00577,PURA_HUMAN,SwissProt
sp|Q9BY67|CADM1_HUMAN,0.35666340744408176,15.530669659242708,,0.015898016291071886,,0.35666340744408176,0.015898016291071886,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25347886114436297,False,Not significant,Cell adhesion molecule 1,CADM1,CADM1,Q9BY67,CADM1_HUMAN,SwissProt
sp|Q96RP7|G3ST4_HUMAN,-4.503472641145353,7.0356578733593835,,0.016128412654577984,,-4.503472641145353,0.016128412654577984,,,,,,,50,Mixed-effects model (Wald F-test on time),0.253744920402479,False,Not significant,Galactose-3-O-sulfotransferase 4,GAL3ST4,GAL3ST4,Q96RP7,G3ST4_HUMAN,SwissProt
sp|O76071|CIAO1_HUMAN,0.7437823998357757,12.689811983747182,,0.01613728660454362,,0.7437823998357757,0.01613728660454362,,,,,,,50,Mixed-effects model (Wald F-test on time),0.253744920402479,False,Not significant,Probable cytosolic iron-sulfur protein assembly protein CIAO1,CIAO1,CIAO1,O76071,CIAO1_HUMAN,SwissProt
sp|Q96F46|I17RA_HUMAN,0.8836454622403022,9.943108658872825,,0.01625422769496642,,0.8836454622403022,0.01625422769496642,,,,,,,50,Mixed-effects model (Wald F-test on time),0.253833144825503,False,Not significant,Interleukin-17 receptor A,IL17RA,IL17RA,Q96F46,I17RA_HUMAN,SwissProt
sp|P10721|KIT_HUMAN,0.2527412852356942,15.600900620998745,,0.016416753215104087,,0.2527412852356942,0.016416753215104087,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25462719272406337,False,Not significant,Mast/stem cell growth factor receptor Kit,KIT,KIT,P10721,KIT_HUMAN,SwissProt
sp|Q16401|PSMD5_HUMAN,0.8599623247156017,14.853452069867831,,0.016631625108975017,,0.8599623247156017,0.016631625108975017,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2550013730300345,False,Not significant,26S proteasome non-ATPase regulatory subunit 5,PSMD5,PSMD5,Q16401,PSMD5_HUMAN,SwissProt
sp|P07741|APT_HUMAN,-0.37384518709656184,15.087380523981908,,0.016664563412927692,,-0.37384518709656184,0.016664563412927692,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2550013730300345,False,Not significant,Adenine phosphoribosyltransferase,APRT,APRT,P07741,APT_HUMAN,SwissProt
sp|Q96BY6|DOC10_HUMAN,0.5377593710265757,18.440637917331678,,0.01702112725634364,,0.5377593710265757,0.01702112725634364,,,,,,,50,Mixed-effects model (Wald F-test on time),0.25872113429642335,False,Not significant,Dedicator of cytokinesis protein 10,DOCK10,DOCK10,Q96BY6,DOC10_HUMAN,SwissProt
sp|Q96BS2|CHP3_HUMAN,-0.641334066029433,11.852085861394592,,0.01799093413666857,,-0.641334066029433,0.01799093413666857,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2661407656987536,False,Not significant,Calcineurin B homologous protein 3,TESC,TESC,Q96BS2,CHP3_HUMAN,SwissProt
sp|O60234|GMFG_HUMAN,-0.7190153718868054,13.152759366543034,,0.018150802061090557,,-0.7190153718868054,0.018150802061090557,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2661407656987536,False,Not significant,Glia maturation factor gamma,GMFG,GMFG,O60234,GMFG_HUMAN,SwissProt
sp|P08123|CO1A2_HUMAN,0.6923170187663843,11.3052562700512,,0.01832290493525577,,0.6923170187663843,0.01832290493525577,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2661407656987536,False,Not significant,Collagen alpha-2(I) chain,COL1A2,COL1A2,P08123,CO1A2_HUMAN,SwissProt
sp|O75390|CISY_HUMAN,0.27807242587464226,15.811627541099474,,0.018421412994432396,,0.27807242587464226,0.018421412994432396,,,,,,,50,Mixed-effects model (Wald F-test on time),0.2661407656987536,False,Not significant,"Citrate synthase, mitochondrial",CS,CS,O75390,CISY_HUMAN,SwissProt
