Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description_x,Gene,Protein Gene_x,UniProt_Accession_x,UniProt_Entry_Name_x,UniProt_Database,Description_y,Protein Gene_y,UniProt_Accession_y,UniProt_Entry_Name_y
sp|Q7Z7M0|MEGF8_HUMAN,0.0034412802006853413,18.61188518003964,,0.09129043551931579,,-0.0022812995622706854,0.37585938858009094,-0.17529207918391218,0.06805174506526811,,,36,Mixed-effects model,1.0,False,Not significant,Multiple epidermal growth factor-like domains protein 8,MEGF8,MEGF8,Q7Z7M0,MEGF8_HUMAN,SwissProt,Multiple epidermal growth factor-like domains protein 8,MEGF8,Q7Z7M0,MEGF8_HUMAN
sp|Q8WY91|THAP4_HUMAN,0.006092958460781518,15.11597481581068,,0.09505386586026768,,-0.0037964923866903406,0.30983333994017315,-0.32224333211426676,0.06108985851795264,,,36,Mixed-effects model,1.0,False,Not significant,Peroxynitrite isomerase THAP4,THAP4,THAP4,Q8WY91,THAP4_HUMAN,SwissProt,Peroxynitrite isomerase THAP4,THAP4,Q8WY91,THAP4_HUMAN
sp|P02753|RET4_HUMAN,0.0042919693572597865,19.466238986965553,,0.09548756315625789,,-0.0020936007935108032,0.503486726481855,-0.1869121756963065,0.12352812668832037,,,36,Mixed-effects model,1.0,False,Not significant,Retinol-binding protein 4,RBP4,RBP4,P02753,RET4_HUMAN,SwissProt,Retinol-binding protein 4,RBP4,P02753,RET4_HUMAN
sp|O60488|ACSL4_HUMAN,-0.01033863990058776,11.838040656079862,,0.09607481143534417,,-0.004811563188442015,0.6091896824834,0.19040936734817926,0.5155759501922174,,,36,Mixed-effects model,1.0,False,Not significant,Long-chain-fatty-acid--CoA ligase 4,ACSL4,ACSL4,O60488,ACSL4_HUMAN,SwissProt,Long-chain-fatty-acid--CoA ligase 4,ACSL4,O60488,ACSL4_HUMAN
sp|P04732|MT1E_HUMAN,0.008188532326463162,14.400241180019341,,0.10129486519971513,,-0.0071894498453996805,0.15948499105154346,-0.5018112733802247,0.033156979446630055,,,36,Mixed-effects model,1.0,False,Not significant,Metallothionein-1E,MT1E,MT1E,P04732,MT1E_HUMAN,SwissProt,Metallothionein-1E,MT1E,P04732,MT1E_HUMAN
sp|O76009|KT33A_HUMAN,0.019126808107259245,12.51846599286272,,0.10879640618365866,,-0.004347003286656073,0.6337643989291022,-0.4102180722178363,0.46563786113724137,,,36,Mixed-effects model,1.0,False,Not significant,"Keratin, type I cuticular Ha3-I",KRT33A,KRT33A,O76009,KT33A_HUMAN,SwissProt,"Keratin, type I cuticular Ha3-I",KRT33A,O76009,KT33A_HUMAN
sp|P06312|KV401_HUMAN,-0.008363237968520468,15.02118907472363,,0.11174607111471475,,0.008268034770622507,0.23821428033774017,0.5496338825188026,0.026607649621685596,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin kappa variable 4-1,IGKV4-1,IGKV4-1,P06312,KV401_HUMAN,SwissProt,Immunoglobulin kappa variable 4-1,IGKV4-1,P06312,KV401_HUMAN
sp|P22607|FGFR3_HUMAN,0.003953585766845023,14.806281729687802,,0.11192587675888624,,-0.0002666041866134981,0.924056977615793,-0.3142821468174942,0.007350442853556508,,,36,Mixed-effects model,1.0,False,Not significant,Fibroblast growth factor receptor 3,FGFR3,FGFR3,P22607,FGFR3_HUMAN,SwissProt,Fibroblast growth factor receptor 3,FGFR3,P22607,FGFR3_HUMAN
sp|Q9NYQ7|CELR3_HUMAN,-0.012414792441918013,11.281193368124002,,0.11217507311740174,,0.010186409840156146,0.24250805046621204,0.5405712478954967,0.14230740088725052,,,36,Mixed-effects model,1.0,False,Not significant,Cadherin EGF LAG seven-pass G-type receptor 3,CELSR3,CELSR3,Q9NYQ7,CELR3_HUMAN,SwissProt,Cadherin EGF LAG seven-pass G-type receptor 3,CELSR3,Q9NYQ7,CELR3_HUMAN
sp|P37837|TALDO_HUMAN,0.0037321630392211542,14.838464549092484,,0.11228790553319884,,-0.0009648065110222895,0.6967973994595065,-0.16045610301123367,0.14754066068194518,,,36,Mixed-effects model,1.0,False,Not significant,Transaldolase,TALDO1,TALDO1,P37837,TALDO_HUMAN,SwissProt,Transaldolase,TALDO1,P37837,TALDO_HUMAN
sp|Q86Y82|STX12_HUMAN,0.014706100206623402,10.362376718338913,,0.1149804592171597,,-0.017181297537829567,0.015375868046899136,-0.42432400941668025,0.33466782792282934,,,36,Mixed-effects model,1.0,False,Not significant,Syntaxin-12,STX12,STX12,Q86Y82,STX12_HUMAN,SwissProt,Syntaxin-12,STX12,Q86Y82,STX12_HUMAN
sp|Q96JD6|AKCL2_HUMAN,0.016531420631814547,9.985511162412545,,0.11541579158259362,,-0.0007908038652999049,0.9151828812612467,-0.672916807170507,0.17401942151840488,,,36,Mixed-effects model,1.0,False,Not significant,"1,5-anhydro-D-fructose reductase",AKR1E2,AKR1E2,Q96JD6,AKCL2_HUMAN,SwissProt,"1,5-anhydro-D-fructose reductase",AKR1E2,Q96JD6,AKCL2_HUMAN
sp|Q9H741|SPRNG_HUMAN,-0.015203660633716583,10.778979986491295,,0.1160363703241617,,0.013525968640160854,0.048001060345814396,1.0753070284081196,0.018374472019370917,,,36,Mixed-effects model,1.0,False,Not significant,SREBP regulating gene protein,SPRING1,SPRING1,Q9H741,SPRNG_HUMAN,SwissProt,SREBP regulating gene protein,SPRING1,Q9H741,SPRNG_HUMAN
sp|Q9BXJ3|C1QT4_HUMAN,0.005395067031310074,12.889015032886096,,0.11613654606554807,,-0.001626810343788669,0.6726262979560625,-0.26790352190491673,0.09790834636439347,,,36,Mixed-effects model,1.0,False,Not significant,Complement C1q tumor necrosis factor-related protein 4,C1QTNF4,C1QTNF4,Q9BXJ3,C1QT4_HUMAN,SwissProt,Complement C1q tumor necrosis factor-related protein 4,C1QTNF4,Q9BXJ3,C1QT4_HUMAN
sp|O94856|NFASC_HUMAN,0.0021046266701224077,18.036394710445567,,0.11630501321406395,,-0.00167205019620448,0.26184705323023505,-0.13657347655982457,0.030628747651260863,,,36,Mixed-effects model,1.0,False,Not significant,Neurofascin,NFASC,NFASC,O94856,NFASC_HUMAN,SwissProt,Neurofascin,NFASC,O94856,NFASC_HUMAN
sp|Q8NFT8|DNER_HUMAN,-0.017060239073070263,12.777340929050709,,0.11655924302482441,,0.015176602414475673,0.08107300813796936,0.965482162467967,0.05955744972183527,,,36,Mixed-effects model,1.0,False,Not significant,Delta and Notch-like epidermal growth factor-related receptor,DNER,DNER,Q8NFT8,DNER_HUMAN,SwissProt,Delta and Notch-like epidermal growth factor-related receptor,DNER,Q8NFT8,DNER_HUMAN
sp|P50851|LRBA_HUMAN,0.06595175515485563,6.481364881042194,,0.11657037872084562,,-0.037016891139618126,0.38268450467047466,-2.252117779421628,0.2556196854979629,,,36,Mixed-effects model,1.0,False,Not significant,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,LRBA,P50851,LRBA_HUMAN,SwissProt,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,P50851,LRBA_HUMAN
sp|P51693|APLP1_HUMAN,0.003120270176100932,22.01495598360077,,0.11895836976050234,,-0.001733093514655139,0.5179640175905142,-0.22379341958920765,0.017682274787875093,,,36,Mixed-effects model,1.0,False,Not significant,Amyloid beta precursor like protein 1,APLP1,APLP1,P51693,APLP1_HUMAN,SwissProt,Amyloid beta precursor like protein 1,APLP1,P51693,APLP1_HUMAN
sp|P04211|LV743_HUMAN,0.004521333132563571,17.04027869889802,,0.1209238590365099,,-0.0031468671374065447,0.6259468955929637,-0.06656417490297147,0.6281320460839244,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin lambda variable 7-43,IGLV7-43,IGLV7-43,P04211,LV743_HUMAN,SwissProt,Immunoglobulin lambda variable 7-43,IGLV7-43,P04211,LV743_HUMAN
sp|P17900|SAP3_HUMAN,0.004946400084975775,16.634577074557996,,0.1227899166988082,,-0.004194709689170342,0.23763831377547162,-0.25389001693341035,0.09290713147594432,,,36,Mixed-effects model,1.0,False,Not significant,Ganglioside GM2 activator,GM2A,GM2A,P17900,SAP3_HUMAN,SwissProt,Ganglioside GM2 activator,GM2A,P17900,SAP3_HUMAN
sp|Q8IYJ0|PIANP_HUMAN,0.00488239843150982,16.360751708771243,,0.12315233923575421,,-0.0025425164955574114,0.48203436331210403,-0.2975222720965932,0.04627233064222956,,,36,Mixed-effects model,1.0,False,Not significant,PILR alpha-associated neural protein,PIANP,PIANP,Q8IYJ0,PIANP_HUMAN,SwissProt,PILR alpha-associated neural protein,PIANP,Q8IYJ0,PIANP_HUMAN
sp|A0A075B6I4|LVX54_HUMAN,-0.009645485559184696,10.605537877233248,,0.12524094866094193,,-0.018312937875737897,0.5456307941495067,0.9651496335205989,0.0011366761783780216,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin lambda variable 10-54,IGLV10-54,IGLV10-54,A0A075B6I4,LVX54_HUMAN,SwissProt,Immunoglobulin lambda variable 10-54,IGLV10-54,A0A075B6I4,LVX54_HUMAN
sp|P61916|NPC2_HUMAN,0.004449139880481731,18.901550313048023,,0.12646621693562174,,-0.0048075014239188345,0.06317281276089201,-0.20081806286850318,0.1434074420535194,,,36,Mixed-effects model,1.0,False,Not significant,NPC intracellular cholesterol transporter 2,NPC2,NPC2,P61916,NPC2_HUMAN,SwissProt,NPC intracellular cholesterol transporter 2,NPC2,P61916,NPC2_HUMAN
sp|Q8N126|CADM3_HUMAN,0.0025903197776838732,17.022913040286163,,0.12788025805116146,,-0.001279272875897476,0.5862621427635901,-0.20816425591480714,0.009445440657884914,,,36,Mixed-effects model,1.0,False,Not significant,Cell adhesion molecule 3,CADM3,CADM3,Q8N126,CADM3_HUMAN,SwissProt,Cell adhesion molecule 3,CADM3,Q8N126,CADM3_HUMAN
sp|Q96ID5|IGS21_HUMAN,0.004130209377392554,14.793055720765393,,0.13000985567100246,,-0.003082159550160258,0.30919378764915706,-0.21098593421462436,0.10085776940836426,,,36,Mixed-effects model,1.0,False,Not significant,Immunoglobulin superfamily member 21,IGSF21,IGSF21,Q96ID5,IGS21_HUMAN,SwissProt,Immunoglobulin superfamily member 21,IGSF21,Q96ID5,IGS21_HUMAN
sp|P05067|A4_HUMAN,0.002758872533597186,19.94066370469055,,0.13290857695243297,,0.0007791107829169183,0.7399265966434596,-0.11827041605608679,0.17176018590256392,,,36,Mixed-effects model,1.0,False,Not significant,Amyloid-beta precursor protein,APP,APP,P05067,A4_HUMAN,SwissProt,Amyloid-beta precursor protein,APP,P05067,A4_HUMAN
sp|O94985|CSTN1_HUMAN,0.002867356789765211,20.03047881347028,,0.13399586308502495,,-0.002126376587604008,0.45351102932395904,-0.2092131478865682,0.020372491279308708,,,36,Mixed-effects model,1.0,False,Not significant,Calsyntenin-1,CLSTN1,CLSTN1,O94985,CSTN1_HUMAN,SwissProt,Calsyntenin-1,CLSTN1,O94985,CSTN1_HUMAN
sp|P07998|RNAS1_HUMAN,0.002506138754170102,20.461675160131204,,0.13507133073406083,,-0.004014584345142397,0.0533641249277956,-0.15765872675300216,0.04612164948749992,,,36,Mixed-effects model,1.0,False,Not significant,Ribonuclease pancreatic,RNASE1,RNASE1,P07998,RNAS1_HUMAN,SwissProt,Ribonuclease pancreatic,RNASE1,P07998,RNAS1_HUMAN
sp|Q6UXB8|PI16_HUMAN,-0.003291408902901269,14.717557233215397,,0.13526569529406393,,0.0008308808580586395,0.766071143774838,0.11177496577919425,0.2819193639807016,,,36,Mixed-effects model,1.0,False,Not significant,Peptidase inhibitor 16,PI16,PI16,Q6UXB8,PI16_HUMAN,SwissProt,Peptidase inhibitor 16,PI16,Q6UXB8,PI16_HUMAN
sp|P04066|FUCO_HUMAN,0.006625511511474084,11.972155904683957,,0.13968950837369704,,0.0019281215694155415,0.7263765982042578,-0.25991695395229525,0.2190348306389972,,,36,Mixed-effects model,1.0,False,Not significant,Tissue alpha-L-fucosidase,FUCA1,FUCA1,P04066,FUCO_HUMAN,SwissProt,Tissue alpha-L-fucosidase,FUCA1,P04066,FUCO_HUMAN
sp|Q9ULB1|NRX1A_HUMAN,-0.002177973102944556,17.021742493390303,,0.14024834498002878,,0.0018700489405364842,0.36394041792294896,0.04200007161814421,0.5462876376680837,,,36,Mixed-effects model,1.0,False,Not significant,Neurexin-1,NRXN1,NRXN1,Q9ULB1,NRX1A_HUMAN,SwissProt,Neurexin-1,NRXN1,Q9ULB1,NRX1A_HUMAN
sp|Q99972|MYOC_HUMAN,-0.005053441220919536,13.132262661370412,,0.14615700962999995,,0.007024127227120574,0.23148030675805087,0.1485116962548745,0.3649480297462757,,,36,Mixed-effects model,1.0,False,Not significant,Myocilin,MYOC,MYOC,Q99972,MYOC_HUMAN,SwissProt,Myocilin,MYOC,Q99972,MYOC_HUMAN
sp|Q99435|NELL2_HUMAN,0.003142059024542488,19.895869913608053,,0.14799096794510613,,-7.734630490450772e-05,0.9776588155789132,-0.17604790611792856,0.08553174821467185,,,36,Mixed-effects model,1.0,False,Not significant,Protein kinase C-binding protein NELL2,NELL2,NELL2,Q99435,NELL2_HUMAN,SwissProt,Protein kinase C-binding protein NELL2,NELL2,Q99435,NELL2_HUMAN
sp|Q14C87|T132D_HUMAN,0.004185740952775523,13.694811190424673,,0.15594312971498092,,-0.0008901670943467738,0.8523227637274343,-0.268815946855451,0.05323994151874616,,,36,Mixed-effects model,1.0,False,Not significant,Transmembrane protein 132D,TMEM132D,TMEM132D,Q14C87,T132D_HUMAN,SwissProt,Transmembrane protein 132D,TMEM132D,Q14C87,T132D_HUMAN
sp|P69892|HBG2_HUMAN,0.030361785723306757,11.210465892010994,,0.15625603670953755,,-0.026549929318404625,0.12384016878873028,-0.10590779217025849,0.9164476576819975,,,36,Mixed-effects model,1.0,False,Not significant,Hemoglobin subunit gamma-2,HBG2,HBG2,P69892,HBG2_HUMAN,SwissProt,Hemoglobin subunit gamma-2,HBG2,P69892,HBG2_HUMAN
sp|Q08345|DDR1_HUMAN,0.003814240413185559,15.44879578209904,,0.1568618288585448,,-0.0017348843202307988,0.5728239190207534,-0.3354742869083868,0.008256996930042036,,,36,Mixed-effects model,1.0,False,Not significant,Epithelial discoidin domain-containing receptor 1,DDR1,DDR1,Q08345,DDR1_HUMAN,SwissProt,Epithelial discoidin domain-containing receptor 1,DDR1,Q08345,DDR1_HUMAN
sp|P08572|CO4A2_HUMAN,0.005014345926653296,13.767930193910436,,0.15848391612381652,,-0.0019467746384051721,0.44472244732692856,-0.48486246446509657,0.0038207210188212753,,,36,Mixed-effects model,1.0,False,Not significant,Collagen alpha-2(IV) chain,COL4A2,COL4A2,P08572,CO4A2_HUMAN,SwissProt,Collagen alpha-2(IV) chain,COL4A2,P08572,CO4A2_HUMAN
sp|Q9H299|SH3L3_HUMAN,0.006316517184525601,12.941008433540349,,0.15976025391187787,,-0.006988921727391604,0.13031185523412026,-0.34564515167302395,0.10269007044106811,,,36,Mixed-effects model,1.0,False,Not significant,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,SH3BGRL3,Q9H299,SH3L3_HUMAN,SwissProt,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,Q9H299,SH3L3_HUMAN
sp|P0CG47|UBB_HUMAN / sp|P0CG48|UBC_HUMAN / sp|P62979|RS27A_HUMAN / sp|P62987|RL40_HUMAN,-0.00631964429634092,15.6195017336838,,0.1610994291513398,,0.006961350349534486,0.07992100874341304,0.042284970830187875,0.8423331346344262,,,36,Mixed-effects model,1.0,False,Not significant,Polyubiquitin-B,UBB / UBC / RPS27A / UBA52,UBB / UBC / RPS27A / UBA52,P0CG47,,,Polyubiquitin-B,UBB / UBC / RPS27A / UBA52,P0CG47,
sp|Q92563|TICN2_HUMAN,0.003978521021357622,15.066306376740613,,0.1613694708412824,,-0.003528402069122322,0.23785319923637327,-0.29683331875573926,0.026654978372574526,,,36,Mixed-effects model,1.0,False,Not significant,Testican-2,SPOCK2,SPOCK2,Q92563,TICN2_HUMAN,SwissProt,Testican-2,SPOCK2,Q92563,TICN2_HUMAN
sp|Q9UBE0|SAE1_HUMAN,0.009791480665969186,9.720996140690103,,0.16470524905486839,,-0.003185468453699061,0.6898878971173166,-0.791641967115184,0.017173213794480606,,,36,Mixed-effects model,1.0,False,Not significant,SUMO-activating enzyme subunit 1,SAE1,SAE1,Q9UBE0,SAE1_HUMAN,SwissProt,SUMO-activating enzyme subunit 1,SAE1,Q9UBE0,SAE1_HUMAN
sp|P13747|HLAE_HUMAN,0.006623456235203537,12.219902808727403,,0.16735551067263232,,-0.01336603933875698,0.0513022333498245,-0.07751375563655287,0.7317638059386717,,,36,Mixed-effects model,1.0,False,Not significant,"HLA class I histocompatibility antigen, alpha chain E",HLA-E,HLA-E,P13747,HLAE_HUMAN,SwissProt,"HLA class I histocompatibility antigen, alpha chain E",HLA-E,P13747,HLAE_HUMAN
sp|P22105|TENX_HUMAN,0.002187604865475025,17.08911174669287,,0.16910032843941036,,-0.003922932078822193,0.056627679515564855,-0.0562340120085902,0.45334874310660045,,,36,Mixed-effects model,1.0,False,Not significant,Tenascin-X,TNXB,TNXB,P22105,TENX_HUMAN,SwissProt,Tenascin-X,TNXB,P22105,TENX_HUMAN
sp|Q9Y4C0|NRX3A_HUMAN,0.0020348000744013868,17.50337011120672,,0.1717911880598736,,-0.001213796234826812,0.6289076784131237,-0.187513389364786,0.007556564479591715,,,36,Mixed-effects model,1.0,False,Not significant,Neurexin-3,NRXN3,NRXN3,Q9Y4C0,NRX3A_HUMAN,SwissProt,Neurexin-3,NRXN3,Q9Y4C0,NRX3A_HUMAN
sp|P50993|AT1A2_HUMAN,0.006014412782125669,13.127790172103143,,0.17231344468112386,,-0.0024895247830842293,0.46995699182860473,-0.3633712997223212,0.08025944872761355,,,36,Mixed-effects model,1.0,False,Not significant,Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,ATP1A2,P50993,AT1A2_HUMAN,SwissProt,Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,P50993,AT1A2_HUMAN
sp|P02461|CO3A1_HUMAN,-0.004549595504327157,14.320238635990798,,0.17322828895090647,,0.003787183758637173,0.26635179080906524,0.14973170719262321,0.3417009515112429,,,36,Mixed-effects model,1.0,False,Not significant,Collagen alpha-1(III) chain,COL3A1,COL3A1,P02461,CO3A1_HUMAN,SwissProt,Collagen alpha-1(III) chain,COL3A1,P02461,CO3A1_HUMAN
sp|P07360|CO8G_HUMAN,-0.0057252212892582545,16.20546379170408,,0.17346871967314226,,0.004929445205950831,0.2593716424626854,0.24105450818574795,0.2240924440415787,,,36,Mixed-effects model,1.0,False,Not significant,Complement component C8 gamma chain,C8G,C8G,P07360,CO8G_HUMAN,SwissProt,Complement component C8 gamma chain,C8G,P07360,CO8G_HUMAN
sp|Q9H2E6|SEM6A_HUMAN,0.002393758432526738,15.059182725951887,,0.17393785464425415,,-0.0010759655590520897,0.6762397345959978,-0.06643007383043198,0.42346456758934015,,,36,Mixed-effects model,1.0,False,Not significant,Semaphorin-6A,SEMA6A,SEMA6A,Q9H2E6,SEM6A_HUMAN,SwissProt,Semaphorin-6A,SEMA6A,Q9H2E6,SEM6A_HUMAN
sp|P20774|MIME_HUMAN,0.001849526730724029,20.02660542160327,,0.1749402155505887,,-0.001605123688267008,0.4019358412111108,-0.05769246458291384,0.3693970643784942,,,36,Mixed-effects model,1.0,False,Not significant,Mimecan,OGN,OGN,P20774,MIME_HUMAN,SwissProt,Mimecan,OGN,P20774,MIME_HUMAN
sp|P30530|UFO_HUMAN,-0.0041010866272340124,15.96644645922041,,0.17610282945959366,,0.0027084385157450015,0.45671978581077755,-0.14976599591000167,0.29462790532596816,,,36,Mixed-effects model,1.0,False,Not significant,Tyrosine-protein kinase receptor UFO,AXL,AXL,P30530,UFO_HUMAN,SwissProt,Tyrosine-protein kinase receptor UFO,AXL,P30530,UFO_HUMAN
sp|O00451|GFRA2_HUMAN,0.003592641545842939,16.09959038200994,,0.17915685826106853,,-0.0013203288711315002,0.7663134048217255,-0.15699529243983454,0.21302571076460908,,,36,Mixed-effects model,1.0,False,Not significant,GDNF family receptor alpha-2,GFRA2,GFRA2,O00451,GFRA2_HUMAN,SwissProt,GDNF family receptor alpha-2,GFRA2,O00451,GFRA2_HUMAN
sp|Q96PX8|SLIK1_HUMAN,0.003985659366827617,14.876318056901132,,0.18081063045270884,,-0.001533569523036565,0.7162607690607372,-0.21396196076792479,0.12750937863519876,,,36,Mixed-effects model,1.0,False,Not significant,SLIT and NTRK-like protein 1,SLITRK1,SLITRK1,Q96PX8,SLIK1_HUMAN,SwissProt,SLIT and NTRK-like protein 1,SLITRK1,Q96PX8,SLIK1_HUMAN
sp|Q14118|DAG1_HUMAN,0.004611415944669854,18.328393336523312,,0.18273283451352373,,-0.002464534902369216,0.3479219714195775,-0.293478619044899,0.07205284660543257,,,36,Mixed-effects model,1.0,False,Not significant,Dystroglycan 1,DAG1,DAG1,Q14118,DAG1_HUMAN,SwissProt,Dystroglycan 1,DAG1,Q14118,DAG1_HUMAN
sp|P02795|MT2_HUMAN / sp|P80297|MT1X_HUMAN / sp|P13640|MT1G_HUMAN,0.0060344606391824415,14.57428024986323,,0.18671292345804336,,-0.005185895265362879,0.2946650066904387,-0.36537527028547667,0.08990410429992943,,,36,Mixed-effects model,1.0,False,Not significant,Metallothionein-2,MT2A / MT1X / MT1G,MT2A / MT1X / MT1G,P02795,,,Metallothionein-2,MT2A / MT1X / MT1G,P02795,
sp|Q9UGM5|FETUB_HUMAN,-0.008132067700775646,14.60989906939971,,0.18855415367095174,,0.0009077450792875538,0.8940071285276894,0.44725832410525707,0.1250117412821499,,,36,Mixed-effects model,1.0,False,Not significant,Fetuin-B,FETUB,FETUB,Q9UGM5,FETUB_HUMAN,SwissProt,Fetuin-B,FETUB,Q9UGM5,FETUB_HUMAN
sp|P55290|CAD13_HUMAN,0.0038391203203785363,17.802210358041787,,0.1885691376791191,,-0.0005322109305837551,0.8747747125542957,0.016582009927724208,0.9041107683595685,,,36,Mixed-effects model,1.0,False,Not significant,Cadherin-13,CDH13,CDH13,P55290,CAD13_HUMAN,SwissProt,Cadherin-13,CDH13,P55290,CAD13_HUMAN
sp|Q9H3G5|CPVL_HUMAN,-0.003526780601245078,15.085022608590654,,0.18861157608237122,,0.004358123022358137,0.13180067881369797,-0.06337436104046387,0.6162659495376825,,,36,Mixed-effects model,1.0,False,Not significant,Probable serine carboxypeptidase CPVL,CPVL,CPVL,Q9H3G5,CPVL_HUMAN,SwissProt,Probable serine carboxypeptidase CPVL,CPVL,Q9H3G5,CPVL_HUMAN
sp|Q8NFP4|MDGA1_HUMAN,0.002541400332684245,13.614775509274022,,0.19175928217287008,,-0.003323716904958221,0.2661622951527304,-0.18739410167705703,0.04116346441025368,,,36,Mixed-effects model,1.0,False,Not significant,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,MDGA1,MDGA1,Q8NFP4,MDGA1_HUMAN,SwissProt,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,MDGA1,Q8NFP4,MDGA1_HUMAN
sp|Q53RD9|FBLN7_HUMAN,0.0037428658789571377,15.670181288101112,,0.19222775001206516,,-0.003755252030619664,0.23452083627985687,-0.13456457045820894,0.31996700051709104,,,36,Mixed-effects model,1.0,False,Not significant,Fibulin-7,FBLN7,FBLN7,Q53RD9,FBLN7_HUMAN,SwissProt,Fibulin-7,FBLN7,Q53RD9,FBLN7_HUMAN
sp|Q6UX73|CP089_HUMAN,0.0035772257499153684,15.74745821163104,,0.19383699714792058,,-0.002110649192129631,0.47026829854370555,-0.24439826015502,0.0596880108583923,,,36,Mixed-effects model,1.0,False,Not significant,UPF0764 protein C16orf89,C16orf89,C16orf89,Q6UX73,CP089_HUMAN,SwissProt,UPF0764 protein C16orf89,C16orf89,Q6UX73,CP089_HUMAN
sp|O60245|PCDH7_HUMAN,0.006461529787978174,13.00753719893471,,0.19470263492312623,,-0.004288612989837923,0.32588601882062207,-0.39422186933388553,0.0932791434507122,,,36,Mixed-effects model,1.0,False,Not significant,Protocadherin-7,PCDH7,PCDH7,O60245,PCDH7_HUMAN,SwissProt,Protocadherin-7,PCDH7,O60245,PCDH7_HUMAN
sp|Q13449|LSAMP_HUMAN,0.004380254520782087,19.081437662330146,,0.19653216328449696,,-0.004642795327919465,0.20259560173309688,-0.30236074765238596,0.058604904906415276,,,36,Mixed-effects model,1.0,False,Not significant,Limbic system-associated membrane protein,LSAMP,LSAMP,Q13449,LSAMP_HUMAN,SwissProt,Limbic system-associated membrane protein,LSAMP,Q13449,LSAMP_HUMAN
